Empty,Loudness,Sharpness,AI,Roughness,FS,OA SPL,Subjective Rating
a,7.01,1.09,99.02,0.83,0.5,49.08,5
a,7.04,1.02,98.88,0.86,0.68,49.03,5
a,7.56,1.2,99.22,0.9,1.14,49.6,5
a,3.33,1.71,100,0.24,1.43,38.91,5
a,3.39,1.78,100,0.19,1.39,39.23,5
a,3.35,1.78,100,0.22,1.34,39.13,5
a,3.33,1.81,100,0.24,1.32,39.05,5
a,3.44,1.83,99.97,0.21,1.33,39.17,5
a,3.35,1.84,100,0.23,1.39,39.07,5
a,3.37,1.81,100,0.25,1.39,39.05,5
a,3.43,1.87,99.96,0.24,1.34,39.16,5
a,3.41,1.88,99.93,0.22,1.32,39.08,5
a,3.29,1.71,100,0.24,1.44,38.86,5
a,7.79,1.66,90.33,1.51,1.16,52.67,5
a,7.73,1.65,91.03,1.49,1.18,52.44,5
a,7.5,1.68,91.56,1.62,1.17,52.06,5
a,7.41,1.64,92.05,1.65,1.2,51.83,5
a,7.55,1.65,91.03,1.55,1.22,52.46,5
a,8.01,1.69,89.28,1.75,0.75,53.25,5
a,5.29,1.08,99.98,0.8,0.8,46.72,5
a,5.27,1.07,99.99,0.82,0.82,46.64,5
a,5.26,1.1,100,0.84,0.81,46.61,5
a,5.3,1.08,99.97,0.88,0.8,46.57,5
a,5.23,1.07,99.97,0.87,0.82,46.53,5
a,5.37,1.08,99.96,0.81,0.97,46.8,5
a,7.35,1.16,99.15,1.06,0.52,49.24,5
a,7.2,1.06,99.13,1.22,0.5,49.38,5
a,6.86,1.05,99.08,0.81,0.57,49.01,5
a,7.01,1.09,99.02,0.83,0.5,49.08,5
a,7.04,1.02,98.88,0.86,0.68,49.03,5
a,7.56,1.2,99.22,0.9,1.14,49.6,5
a,3.87,1.85,99.98,0.22,1.49,40.18,6
a,3.78,1.73,100,0.25,1.54,39.87,6
a,3.85,1.75,100,0.3,1.56,40.26,6
a,4.06,1.74,100,0.29,1.55,40.57,6
a,4,1.8,100,0.3,1.59,40.49,6
a,4.35,1.81,99.99,0.36,1.61,40.99,6
a,4.35,1.81,100,0.35,1.6,41.06,6
a,4.35,1.8,99.96,0.35,1.61,41.18,6
a,4.28,1.8,99.99,0.34,1.37,40.99,6
a,3.8,1.77,100,0.24,1.17,40.08,6
a,18.89,1.41,55.4,0.4,0.3,64.32,6
a,19.1,1.41,54.53,0.32,0.31,64.45,6
a,18.85,1.4,57.56,0.56,0.31,64.14,6
a,18.79,1.4,56.36,0.4,0.32,64.01,6
a,18.58,1.41,56.81,0.48,0.3,63.91,6
a,18.69,1.4,56.89,0.42,0.69,64.26,6
a,15.87,1.03,82.8,0.29,0.93,59.36,6
a,15.88,1.06,82.87,0.28,0.94,59.32,6
a,15.99,1.06,81.99,0.3,0.95,59.42,6
a,16.27,1.06,81.13,0.38,0.96,59.56,6
a,16.32,1.08,80.64,0.32,0.96,59.59,6
a,15.84,1.06,83.48,0.29,0.76,59.28,6
a,3.87,1.85,99.98,0.22,1.49,40.18,6
a,3.78,1.73,100,0.25,1.54,39.87,6
a,3.85,1.75,100,0.3,1.56,40.26,6
a,4.06,1.74,100,0.29,1.55,40.57,6
a,4,1.8,100,0.3,1.59,40.49,6
a,4.35,1.81,99.99,0.36,1.61,40.99,6
a,4.35,1.81,100,0.35,1.6,41.06,6
a,4.35,1.8,99.96,0.35,1.61,41.18,6
a,4.28,1.8,99.99,0.34,1.37,40.99,6
a,3.8,1.77,100,0.24,1.17,40.08,6
a,18.89,1.41,55.4,0.4,0.3,64.32,6
a,19.1,1.41,54.53,0.32,0.31,64.45,6
a,18.85,1.4,57.56,0.56,0.31,64.14,6
a,18.79,1.4,56.36,0.4,0.32,64.01,6
a,18.58,1.41,56.81,0.48,0.3,63.91,6
a,18.69,1.4,56.89,0.42,0.69,64.26,6
a,15.87,1.03,82.8,0.29,0.93,59.36,6
a,15.88,1.06,82.87,0.28,0.94,59.32,6
a,15.99,1.06,81.99,0.3,0.95,59.42,6
a,16.27,1.06,81.13,0.38,0.96,59.56,6
a,16.32,1.08,80.64,0.32,0.96,59.59,6
a,15.84,1.06,83.48,0.29,0.76,59.28,6
a,3.87,1.85,99.98,0.22,1.49,40.18,6
a,3.78,1.73,100,0.25,1.54,39.87,6
a,3.85,1.75,100,0.3,1.56,40.26,6
a,4.06,1.74,100,0.29,1.55,40.57,6
a,4,1.8,100,0.3,1.59,40.49,6
a,4.35,1.81,99.99,0.36,1.61,40.99,6
a,4.35,1.81,100,0.35,1.6,41.06,6
a,4.35,1.8,99.96,0.35,1.61,41.18,6
a,4.28,1.8,99.99,0.34,1.37,40.99,6
a,3.8,1.77,100,0.24,1.17,40.08,6
a,18.89,1.41,55.4,0.4,0.3,64.32,6
a,19.1,1.41,54.53,0.32,0.31,64.45,6
a,18.85,1.4,57.56,0.56,0.31,64.14,6
a,18.79,1.4,56.36,0.4,0.32,64.01,6
a,18.58,1.41,56.81,0.48,0.3,63.91,6
a,18.69,1.4,56.89,0.42,0.69,64.26,6
a,15.87,1.03,82.8,0.29,0.93,59.36,6
a,15.88,1.06,82.87,0.28,0.94,59.32,6
a,15.99,1.06,81.99,0.3,0.95,59.42,6
a,16.27,1.06,81.13,0.38,0.96,59.56,6
a,16.32,1.08,80.64,0.32,0.96,59.59,6
a,15.84,1.06,83.48,0.29,0.76,59.28,6
a,9.93,1.25,91.54,1.47,0.87,54.97,7
a,9.54,1.17,95.36,0.98,0.81,54.81,7
a,9.38,1.19,95.94,0.89,0.86,54.36,7
a,9.74,1.2,94.29,1.05,0.89,54.64,7
a,10.01,1.24,91.98,1.19,0.97,54.83,7
a,10.03,1.26,91.07,1.5,0.65,55.33,7
a,31.39,1.59,30.27,0.79,0.43,71.24,7
a,32.31,1.62,29.54,0.83,0.38,71.65,7
a,31.79,1.59,29.55,0.76,0.43,71.48,7
a,31.84,1.59,30.19,0.73,0.41,71.37,7
a,30.4,1.6,31.6,0.73,0.37,70.81,7
a,32.66,1.53,27.39,0.66,0.3,72.08,7
a,9.93,1.25,91.54,1.47,0.87,54.97,7
a,9.54,1.17,95.36,0.98,0.81,54.81,7
a,9.38,1.19,95.94,0.89,0.86,54.36,7
a,9.74,1.2,94.29,1.05,0.89,54.64,7
a,10.01,1.24,91.98,1.19,0.97,54.83,7
a,10.03,1.26,91.07,1.5,0.65,55.33,7
a,31.39,1.59,30.27,0.79,0.43,71.24,7
a,32.31,1.62,29.54,0.83,0.38,71.65,7
a,31.79,1.59,29.55,0.76,0.43,71.48,7
a,31.84,1.59,30.19,0.73,0.41,71.37,7
a,30.4,1.6,31.6,0.73,0.37,70.81,7
a,32.66,1.53,27.39,0.66,0.3,72.08,7
a,9.93,1.25,91.54,1.47,0.87,54.97,7
a,9.54,1.17,95.36,0.98,0.81,54.81,7
a,9.38,1.19,95.94,0.89,0.86,54.36,7
a,9.74,1.2,94.29,1.05,0.89,54.64,7
a,10.01,1.24,91.98,1.19,0.97,54.83,7
a,10.03,1.26,91.07,1.5,0.65,55.33,7
a,31.39,1.59,30.27,0.79,0.43,71.24,7
a,32.31,1.62,29.54,0.83,0.38,71.65,7
a,31.79,1.59,29.55,0.76,0.43,71.48,7
a,31.84,1.59,30.19,0.73,0.41,71.37,7
a,30.4,1.6,31.6,0.73,0.37,70.81,7
a,32.66,1.53,27.39,0.66,0.3,72.08,7
a,9.93,1.25,91.54,1.47,0.87,54.97,7
a,9.54,1.17,95.36,0.98,0.81,54.81,7
a,9.38,1.19,95.94,0.89,0.86,54.36,7
a,9.74,1.2,94.29,1.05,0.89,54.64,7
a,10.01,1.24,91.98,1.19,0.97,54.83,7
a,10.03,1.26,91.07,1.5,0.65,55.33,7
a,31.39,1.59,30.27,0.79,0.43,71.24,7
a,32.31,1.62,29.54,0.83,0.38,71.65,7
a,31.79,1.59,29.55,0.76,0.43,71.48,7
a,31.84,1.59,30.19,0.73,0.41,71.37,7
a,30.4,1.6,31.6,0.73,0.37,70.81,7
a,32.66,1.53,27.39,0.66,0.3,72.08,7
a,9.93,1.25,91.54,1.47,0.87,54.97,7
a,9.54,1.17,95.36,0.98,0.81,54.81,7
a,9.38,1.19,95.94,0.89,0.86,54.36,7
a,9.74,1.2,94.29,1.05,0.89,54.64,7
a,10.01,1.24,91.98,1.19,0.97,54.83,7
a,10.03,1.26,91.07,1.5,0.65,55.33,7
a,31.39,1.59,30.27,0.79,0.43,71.24,7
a,32.31,1.62,29.54,0.83,0.38,71.65,7
a,31.79,1.59,29.55,0.76,0.43,71.48,7
a,31.84,1.59,30.19,0.73,0.41,71.37,7
a,30.4,1.6,31.6,0.73,0.37,70.81,7
a,32.66,1.53,27.39,0.66,0.3,72.08,7
a,9.93,1.25,91.54,1.47,0.87,54.97,7
a,9.54,1.17,95.36,0.98,0.81,54.81,7
a,9.38,1.19,95.94,0.89,0.86,54.36,7
a,9.74,1.2,94.29,1.05,0.89,54.64,7
a,10.01,1.24,91.98,1.19,0.97,54.83,7
a,10.03,1.26,91.07,1.5,0.65,55.33,7
a,31.39,1.59,30.27,0.79,0.43,71.24,7
a,32.31,1.62,29.54,0.83,0.38,71.65,7
a,31.79,1.59,29.55,0.76,0.43,71.48,7
a,31.84,1.59,30.19,0.73,0.41,71.37,7
a,30.4,1.6,31.6,0.73,0.37,70.81,7
a,32.66,1.53,27.39,0.66,0.3,72.08,7
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
a,25.97,1.22,49.68,0.62,0.79,67.63,8
a,26.82,1.23,47.33,0.69,0.75,68.45,8
a,26.96,1.24,46.66,0.65,0.73,68.5,8
a,26.36,1.22,45.63,0.62,0.81,68.06,8
a,26.52,1.23,46.99,0.61,0.77,68.13,8
a,26.49,1.22,48.22,0.67,0.84,68.06,8
